Name,Address,Phone,Cuisines,Saturday Opening time,Saturday Closing time,Sunday Opening time,Sunday Closing time,Take Out
Libretto's Pizzeria & Restaurant,"546 3rd Ave New York City, NY 10016-3547",+1 212-213-6445,Italian;Pizza,12:00 AM,11:59 PM,10:00 AM,11:00 PM,Yes
Tevere Kosher Cuisine of Rome,"155 E 84th St New York City, NY 10028-2060",+1 212-744-0210,Italian;Kosher,8:00 PM,11:00 PM,2:00 PM,10:00 PM,No
Rosa Mexicano - First Avenue,"1063 1st Avenue at 58th St New York City, NY 10022",+1 212-753-7407,Mexican;Latin;Central American,11:30 AM,11:30 PM,11:30 AM,10:30 PM,Yes
Wanted Pizza,"104 Fulton St New York City, NY 10038-2705",+1 646-371-9773,Pizza,11:00 AM,3:00 AM,11:00 AM,12:00 AM,No
El Sombrero Restaurant,"108 Stanton St New York City, NY 10002-1529",+1 212-254-4188,Mexican;Latin;Vegetarian Friendly,11:00 AM,2:00 AM,11:00 AM,1:00 AM,Yes
Porteno,"299 10th Ave New York City, NY 10001-7015",+1 212-695-9694,Latin;Argentinean;Vegetarian Friendly,4:30 PM,11:00 PM,4:30 PM,10:30 PM,No
Pret A Manger,"425 Madison Ave New York City, NY 10017-1110",+1 646-537-0020,Fast Food;Vegetarian Friendly;Vegan Options,NaN,NaN,NaN,NaN,Yes
Boqueria,"171 Spring St New York City, NY 10012-3843",+1 212-343-4255,Mediterranean;Spanish;Vegetarian Friendly,11:00 AM,11:30 PM,11:00 AM,10:30 PM,Yes
Faces and Names,"159 W 54th St New York City, NY 10019-5302",+1 212-586-9311,American;Bar;Pub,11:00 AM,3:00 AM,11:00 AM,3:00 AM,No
Settepani,"196 Malcolm X Blvd New York City, NY 10026-1327",+1 917-492-4806,Italian;Mediterranean;European,10:00 AM,11:00 PM,10:00 AM,11:00 PM,No
Uogashi,"188 1st Ave New York City, NY 10009-4003",+1 212-253-0626,NaN,5:30 PM,10:30 PM11:45 AM,5:30 PM,9:30 PM11:45 AM,No
Brody's Bagels,"125 Fulton St New York City, NY 10038-2722",NaN,American;Cafe,NaN,NaN,NaN,NaN,No
DBGB Kitchen & Bar,"299 Bowery New York City, NY 10003-7104",+1 212-933-5300,French;American;Bar,11:00 AM,1:00 AM,11:00 AM,11:00 PM,No
Gyro II,"427 7th Ave New York City, NY 10001-2001",+1 212-239-0646,Fast Food;Mediterranean;Greek,9:30 AM,9:30 PM,11:00 AM,9:30 PM,Yes
Fresh and Co,"1260 Lexington Ave New York City, NY 10028-2006",+1 212-953-7374,Fast Food;Vegetarian Friendly,NaN,NaN,NaN,NaN,No
Niles Bar & Restaurant,"371 7th Ave New York City, NY 10001-3984",+1 212-629-0210,American;Bar;Vegetarian Friendly,7:00 AM,11:30 PM,7:00 AM,11:30 PM,No
Radio City Pizza,"142 W 49th St New York City, NY 10019-6802",+1 646-892-9708,Italian;Pizza;Fast Food,NaN,NaN,NaN,NaN,Yes
Feile,"131 West 33rs Street New York City, NY",+1 212-695-1122,American;Irish;Bar,11:30 AM,2:00 AM,11:30 AM,2:00 AM,No
American Girl Place Cafe,"609 5th Avenue at 49th Street New York City, NY 10017",+1 877-247-5223,American,10:00 AM,9:00 PM,10:00 AM,7:00 PM,No
Danji,"346 W 52nd St New York City, NY 10019-6218",+1 212-586-2880,Asian;Korean;Vegetarian Friendly,NaN,NaN,NaN,NaN,No
Ray's Pizza,"27 Prince St New York City, NY 10012-3551",+1 212-966-1960,Italian;Pizza,11:00 AM,12:30 AM,11:00 AM,12:30 AM,Yes
Malaparte,"753 Washington St New York City, NY 10014-2042",+1 212-255-2122,Italian;Pizza;Mediterranean,5:30 AM,11:30 AM,5:30 AM,11:30 AM,Yes
Daniela Trattoria,"728 8th Ave New York City, NY 10036-7019",+1 212-869-3585,Italian;Vegetarian Friendly;Vegan Options,6:30 AM,11:30 PM,6:30 AM,11:30 PM,Yes
SuteiShi,"24 Peck Slip New York City, NY 10038-1750",+1 212-766-2344,Japanese;Sushi;Asian,11:30 AM,11:30 PM,11:30 AM,10:00 PM,Yes
Sparks Steak House,"210 E 46th St New York City, NY 10017-2903",+1 212-687-4855,American;Steakhouse;Gluten Free Options,5:00 PM,11:30 PM,NaN,NaN,No
Bobby Van's Steakhouse - 54th Street,"131 E 54th St New York City, NY 10022-4512",+1 212-207-8050,American;Steakhouse;Grill,4:30 PM,10:30 PM,NaN,NaN,Yes
Pershing Square,"90 E 42nd St New York City, NY 10017-5409",+1 212-286-9600,American;Gastropub;Vegetarian Friendly,8:00 AM,10:30 PM,8:00 AM,10:30 PM,Yes
Omen,"113 Thompson St New York City, NY 10012-3714",+1 212-925-8923,Japanese;Asian;Sushi,6:00 PM,12:00 AM,6:00 PM,12:00 AM,No
Cafe Cluny,"284 W 12th St New York City, NY 10014-6005",+1 212-255-6900,Cafe;American;Vegetarian Friendly,9:00 AM,11:00 PM,9:00 AM,11:00 PM,No
Clinton St. Baking Company & Restaurant,"4 Clinton St New York City, NY 10002-1703",+1 646-602-6263,American;Cafe;Vegetarian Friendly,6:00 PM,11:00 PM9:00 AM,9:00 AM,6:00 PM,Yes
American Cut Steakhouse Midtown,"109 E 56th St New York City, NY 10022-2661",+1 212-388-5277,American;Steakhouse;Gluten Free Options,5:00 PM,11:00 PM,NaN,NaN,No
Tasty Dumpling,"42 Mulberry St New York City, NY 10013-4364",+1 212-349-0070,Chinese;Asian;Fast Food,9:00 AM,8:30 PM,9:00 AM,8:30 PM,Yes
Morandi,"211 Waverly Pl New York City, NY 10014-2737",+1 212-627-7575,Italian;Gluten Free Options;Vegetarian Friendly,10:00 AM,12:00 AM,10:00 AM,12:00 AM,No
Il Cantinori,"32 E 10th St New York City, NY 10003-6238",+1 212-673-6044,Italian;Vegetarian Friendly;Gluten Free Options,5:00 PM,12:00 AM,5:00 PM,11:00 PM,No
Milk N Honey,"22 W 45th St New York City, NY 10036-4261",+1 212-764-4400,American;Cafe;Kosher,NaN,NaN,8:00 AM,5:00 PM,Yes
Crisp,"110 W 40th St New York City, NY 10018-3616",+1 212-278-8978,Fast Food;Mediterranean;Middle Eastern,NaN,NaN,NaN,NaN,Yes
Manna's Soul Food Restaurant,"486 Malcolm X Blvd New York City, NY 10037-2420",+1 212-234-4488,Vegetarian Friendly,8:00 AM,10:00 PM,10:00 AM,8:00 PM,Yes
Via Brasil Restaurant,"34 W 46th St New York City, NY 10036-4520",+1 212-997-1158,Brazilian;Latin;South American,12:00 PM,11:30 PM,12:00 PM,10:00 PM,No
Sip Sak,"928 2nd Ave New York City, NY 10022-7860",+1 212-583-1900,Mediterranean;Turkish;Middle Eastern,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
Peacefood Cafe,"41 E 11th St New York City, NY 10003-4602",+1 212-979-2288,American;Cafe;Vegetarian Friendly,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
Bouley at Home,"31 W 21st St New York City, NY 10010-7044",+1 212-255-5828,French;Japanese,11:30 AM,3:00 PM5:30 PM,NaN,NaN,No
Brendan's Bar & Grill,"42 W 35th St New York City, NY 10001-2222",+1 212-564-5405,American;Bar;Pub,12:00 PM,12:00 AM,12:00 PM,12:00 AM,No
The Coffee Shop,"29 Union Square W. New York City, NY 10003-3305",+1 212-243-7969,American;Cafe;Vegetarian Friendly,8:00 AM,5:30 AM,8:00 AM,2:00 AM,Yes
Metropolis Oyster Room And Cocktail Bar,"31 Union Square West New York City, NY 10003-3203",+1 212-533-2500,Seafood,NaN,NaN,11:00 AM,3:30 PM,No
Carroll Place,"157 Bleecker St New York City, NY 10012-1625",+1 212-260-1700,American;Pizza;Gastropub,11:00 AM,2:00 AM,11:00 AM,12:00 AM,Yes
Arthurs Tavern,"237 Washington St Hoboken, NJ 07030-4738",+1 201-656-5009,American;Steakhouse;Bar,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
O Ya,"120 E 28th St New York City, NY 10016-8402",+1 212-204-0200,Japanese;Sushi;Asian,NaN,NaN,NaN,NaN,No
Pier 72,"270 W 72nd St New York City, NY 10023-2805",+1 212-799-1019,American;Cafe;Diner,7:00 AM,7:00 PM,7:00 AM,7:00 PM,Yes
Gem Spa,"131 2nd Ave New York City, NY 10003-8331",+1 212-995-1866,American,NaN,NaN,NaN,NaN,Yes
Luigi's Gourmet Pizza,"936 8th Ave New York City, NY 10019-4203",+1 212-265-7159,Italian;Pizza,11:00 AM,10:30 PM,11:00 AM,10:30 PM,Yes
Le Parisien,"163 E 33rd St New York City, NY 10016-4644",+1 212-889-5489,French;European;Gluten Free Options,12:00 PM,2:30 PM5:30 PM,12:00 PM,2:30 PM5:30 PM,No
Barbalu Restaurant,"225-227 Front St New York City, NY 10038-2038",+1 646-918-6565,Italian,10:30 AM,10:30 PM,11:00 AM,10:00 PM,Yes
Posto Thin Crust Pizza,"310 2nd Ave New York City, NY 10003-2724",+1 212-716-1200,Italian;Pizza,12:00 AM,11:59 PM,12:00 PM,11:00 PM,Yes
Vanessa's Dumpling House,"118 Eldridge St New York City, NY 10002-4418",+1 212-625-8008,Chinese;Fast Food;Asian,7:30 AM,10:30 PM,7:30 AM,10:00 PM,Yes
Cachapas Y Mas,"107B Dyckman St New York City, NY 10040-1002",+1 212-304-2224,Venezuelan;Latin;Spanish,NaN,NaN,NaN,NaN,Yes
Chipotle Mexican Grill,"510 E 6th St New York City, NY 10009-6669",+1 646-336-6203,Mexican,9:00 AM,12:00 AM,9:00 AM,12:00 AM,No
Dig Inn,"80 Pine St New York City, NY 10005-1702",NaN,American;Healthy;Vegetarian Friendly,11:00 AM,8:00 PM,11:00 AM,9:00 PM,Yes
Pizza Cafe,"765 8th Ave New York City, NY 10036-7005",+1 212-247-5566,Italian;Pizza;Fast Food,NaN,NaN,NaN,NaN,Yes
Babbalucci,"331 Lennox Av New York City, NY 10027",+1 646-918-6572,Italian;Pizza;European,NaN,NaN,NaN,NaN,Yes
Al Fiori,"400 5th Ave New York City, NY 10018-2753",+1 212-613-8660,Italian;French;Seafood,5:00 PM,10:45 PM8:00 AM,8:00 AM,10:15 AM5:30 PM,No
Sushi Azabu,"428 Greenwich St New York City, NY 10013-2004",+1 212-274-0428,Japanese;Sushi,5:30 PM,10:00 PM,NaN,NaN,Yes
The Tippler,"425 W 15th St New York City, NY 10011-7098",+1 212-206-0000,Bar;Pub,NaN,NaN,4:00 PM,12:00 AM,No
Noi Due Carne,"141 W 69th St New York City, NY 10023-5150",+1 212-712-2223,Italian,NaN,NaN,NaN,NaN,No
Jimmy's House,"162 E 25th St New York City, NY 10010-2312",+1 212-725-7888,Chinese,11:00 AM,10:00 PM,12:00 AM,10:00 PM,Yes
Loring Place,"21 W 8th St New York City, NY 10011-9032",+1 212-388-1831,American;Vegetarian Friendly;Vegan Options,NaN,NaN,NaN,NaN,No
East Village Pizza,"145 1st Ave New York City, NY 10003-2928",+1 212-529-4545,Italian;Pizza,11:00 AM,5:00 AM,11:00 AM,5:00 AM,Yes
Uncle Ted's,"163 Bleecker St New York City, NY 10012-1405",+1 212-777-1395,Chinese;Asian;Fusion,11:30 AM,12:00 PM,11:30 AM,11:00 AM,Yes
Triple Shot World Atlas Cafe,"37 Clinton St New York City, NY 10002-2446",+1 917-639-3650,American;Cafe;Healthy,NaN,NaN,NaN,NaN,No
Grand Central Oyster Bar & Restaurant,"89 E 42nd St New York City, NY 10017-5503",+1 212-490-6650,International;American;Gluten Free Options,7:30 AM,7:00 PM,NaN,NaN,Yes
The Bread Factory Cafe,"935 8th Ave New York City, NY 10019-4256",+1 212-586-2221,American;Cafe;Pizza,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Docks Oyster Bar,"633 3rd Ave New York City, NY 10017-6706",+1 212-986-8080,American;Seafood;Gluten Free Options,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
Fresco by Scotto,"34 E 52nd St New York City, NY 10022-5914",+1 212-935-3434,Italian;Vegan Options;Vegetarian Friendly,5:00 PM,11:00 PM,NaN,NaN,Yes
Trattoria Il Mulino,"36 E 20th St New York City, NY 10003-1315",+1 212-777-8448,Italian;Gluten Free Options,11:30 AM,12:00 AM,11:30 AM,11:00 PM,No
Essen Slow Fast Food,"60 Madison Ave New York City, NY 10010-1600",+1 212-213-6969,NaN,NaN,NaN,NaN,NaN,No
Dos Toros Taqueria,"189 Bedford St New York City, NY 10014-5301",+1 718-384-8833,Mexican,12:00 PM,10:00 PM,12:00 PM,10:00 PM,No
Epice,"297 7th Ave New York City, NY 10001-6013",+1 212-243-4673,Japanese;Sushi;Asian,8:00 AM,4:00 PM,NaN,NaN,No
Flat Top,"1241 Amsterdam Ave New York City, NY 10027-5927",+1 646-820-7735,American;Vegetarian Friendly,10:00 AM,5:00 PM,10:00 AM,5:00 PM,Yes
Bread and Butter,"757 3rd Ave New York City, NY 10017-2013",+1 212-588-0444,Cafe;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Pod 39,"145 E 39th St New York City, NY 10016-0913",+1 212-865-5800,Mexican;Bar,12:00 PM,2:00 AM,12:00 PM,2:00 AM,No
Savann Restaurant,"2280 Frederick Douglass Blvd New York City, NY 10027-5329",+1 212-222-7990,Mediterranean;Turkish;Vegetarian Friendly,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
Max Soha,"1274 Amsterdam Ave New York City, NY 10027-5027",+1 212-531-2221,Italian,12:00 PM,12:00 AM,12:00 PM,12:00 AM,Yes
Burger Burger,"77 Pearl St New York City, NY 10004-2613",+1 212-269-9100,American;Fast Food,12:00 PM,9:00 PM,NaN,NaN,Yes
Nizza,"630 9th Ave New York City, NY 10036-3708",+1 212-956-1800,Italian;Pizza;Vegetarian Friendly,11:00 AM,1:00 AM,11:00 AM,12:00 AM,Yes
AOA Bar and Grill,"35 Avenue of the Americas New York City, NY 10013-2402",+1 212-925-1600,American;Bar;Vegetarian Friendly,6:00 AM,12:00 AM,6:00 AM,12:00 AM,Yes
Go Go Thai,"144 W 19th St New York City, NY 10011-4109",+1 212-929-9998,Asian;Thai,11:00 AM,10:00 PM,NaN,NaN,Yes
GO GO Curry,"12 John St New York City, NY 10038-4000",+1 212-406-5555,NaN,11:55 AM,8:55 PM,11:55 AM,8:55 PM,Yes
International Gourmet Kitchen,"505 8th Ave New York City, NY 10018-6505",+1 212-216-9421,American;Delicatessen,6:00 AM,11:00 PM,6:00 AM,11:00 PM,Yes
83 1/2 Restaurant,"345 E 83rd St # 349 New York City, NY 10028-4333",+1 212-737-8312,Italian,5:00 PM,11:00 PM,5:00 PM,10:00 PM,No
Gabriel Kreuther,"41 W 42nd St New York City, NY 10036-8003",+1 212-257-5826,French;European;Vegetarian Friendly,5:30 PM,10:30 PM,NaN,NaN,No
Pig 'N' Whistle On 36th,"202 W 36th St New York City, NY 10018-7748",+1 212-239-4820,Irish;Bar;Pub,11:00 AM,4:00 AM,12:00 PM,4:00 AM,Yes
Pianeta Romagna Piadineria,"40 Water St New York City, NY 10004-2626",+1 646-918-6291,NaN,NaN,NaN,NaN,NaN,No
Cafe Katja,"79 Orchard St New York City, NY 10002-4535",+1 212-219-9545,German;Austrian;European,5:00 PM,12:00 AM11:00 AM,5:00 PM,11:00 PM11:00 AM,No
Bacchus,"409 Atlantic Ave Brooklyn, NY 11217-1702",+1 718-852-1572,French;Gluten Free Options,10:30 AM,11:00 PM,10:30 AM,10:30 PM,Yes
Keens Steakhouse,"72 West 36th Street New York City, NY 10018-8025",+1 212-947-3636,American;Steakhouse;Gluten Free Options,5:00 PM,10:30 PM,5:00 PM,9:30 PM,No
Buca di Beppo,"1540 Broadway New York City, NY 10036-4039",+1 212-764-6527,Italian;Vegetarian Friendly;Vegan Options,11:00 AM,12:00 AM,11:00 AM,11:00 PM,Yes
Eataly Downtown,"101 Liberty St New York City, NY 10006-1403",+1 212-897-2895,Italian;Pizza;Mediterranean,NaN,NaN,NaN,NaN,Yes
Oatmeals,"120 W 3rd St New York City, NY 10012-1235",+1 646-360-3570,American;Cafe;Vegetarian Friendly,8:00 AM,5:00 PM,8:00 AM,5:00 PM,Yes
Naruto Ramen,"1596 3rd Ave New York City, NY 10128-3417",+1 212-289-7803,Japanese;Soups;Asian,12:00 PM,11:00 PM,12:00 PM,11:00 PM,Yes
54 Gourmet,"250 W 54th St New York City, NY 10019-5515",+1 212-767-0009,NaN,7:00 AM,12:00 AM,7:00 AM,12:00 AM,No
Rick's Burger,"29 Prospect Park SW New York City, NY 11215-5939",+1 347-453-5994,American;Native American,NaN,NaN,NaN,NaN,No
Carbone Ristorante Italiano,"331 W 38th St New York City, NY 10018-2923",+1 212-290-2625,Italian,NaN,NaN,NaN,NaN,Yes
Vitae,"4 E 46th St New York City, NY 10017-2406",+1 212-682-3562,Wine Bar;American;Bar,5:00 PM,10:00 PM,NaN,NaN,Yes
Pro Thai,"1575 Lexington Ave New York City, NY 10029-6214",+1 917-475-1494,Asian;Thai,11:00 AM,11:30 PM,11:00 AM,11:00 PM,No
Gaonnuri,"1250 Broadway New York City, NY 10001-3701",+1 212-971-9045,Barbecue;Asian;Korean,5:00 PM,10:00 PM12:00 PM,5:00 PM,10:00 PM,No
Better Being 940,"537 9th Ave New York City, NY 10018-1327",+1 212-858-9448,American;Cafe;Healthy,NaN,NaN,NaN,NaN,No
XO Kitchen,"148 Hester St New York City, NY 10013-4752",+1 212-965-8645,Chinese;Asian,8:00 AM,11:30 PM,8:00 AM,11:00 PM,Yes
Le Pain Quotidien,"708 3rd Ave New York City, NY 10017-4201",+1 646-736-0949,French;Cafe;European,8:00 AM,5:00 PM,8:00 AM,5:00 PM,Yes
Joe G's Restaurant Italiano,"244 W 56th St New York City, NY 10019-4306",+1 212-765-3160,Italian;Pizza;Vegetarian Friendly,12:00 PM,3:30 PM4:00 PM,3:30 PM,10:30 PM,Yes
Hill Country Chicken,"1123 Broadway New York City, NY 10010-2007",+1 212-257-6446,American;Fast Food,9:00 AM,9:30 PM,9:00 AM,9:30 PM,Yes
Mee Noodle Shop Hell's Kitchen,"795 9th Ave New York City, NY 10019-5638",+1 212-765-2929,Chinese;Asian,11:30 AM,12:00 AM,11:30 AM,11:30 PM,Yes
Claudette,"24 5th Ave New York City, NY 10011-8858",+1 212-868-2424,French;European;Vegetarian Friendly,5:30 PM,11:00 PM,5:30 PM,11:00 PM,No
White Street,"221W Broadway New York City, NY 10007-2901",+1 212-944-8378,American;International,5:30 PM,10:00 PM11:00 AM,11:00 AM,2:00 PM,No
Triomphe,"49 W 44th St New York City, NY 10036-6613",+1 212-453-4233,French;European;Grill,5:00 PM,11:00 PM7:00 AM,7:00 AM,12:00 PM,No
Noho Star,"330 Lafayette St New York City, NY 10012-2739",+1 212-925-0070,American;International;Vegetarian Friendly,10:30 AM,12:00 AM,10:30 AM,11:00 PM,Yes
Aunt Jake's NYC,"151 Mulberry St New York City, NY 10013-4721",+1 646-858-0470,Italian;Vegetarian Friendly;Vegan Options,NaN,NaN,NaN,NaN,Yes
Au Za'atar,"188 Avenue a New York City, NY 10009-4013",+1 212-254-5660,Lebanese;Mediterranean;Middle Eastern,9:00 AM,12:00 AM,9:00 AM,12:00 AM,Yes
Paowalla,"195 Spring St New York City, NY 10012-3647",+1 212-235-1098,Indian;Asian;Vegetarian Friendly,11:00 AM,11:00 PM,11:00 AM,10:00 PM,Yes
The Flame,"839 9th Ave New York City, NY 10019-4401",+1 212-765-7962,American;Diner;Vegetarian Friendly,NaN,NaN,NaN,NaN,Yes
Valhalla,"815 9th Ave New York City, NY 10019-5601",+1 212-757-2747,American;Bar;Pub,12:00 PM,4:00 AM,12:00 PM,4:00 AM,No
Hale and Hearty Soups--Ninth Avenue,"75 9th Ave New York City, NY 10011-7006",+1 212-255-8482,American;Fast Food;Soups,NaN,NaN,NaN,NaN,Yes
The Bread Factory,"600 9th Ave New York City, NY 10036-3701",+1 212-974-8100,American;Cafe,6:00 AM,12:00 AM,6:00 AM,12:00 AM,Yes
Hudson Eats,"225 Liberty St New York City, NY 10281-1048",+1 646-755-8484,Japanese;American;Fast Food,10:00 AM,9:00 PM,11:00 AM,7:00 PM,Yes
Azalea,"224 W 51st St New York City, NY 10019-6202",+1 212-262-0105,Italian;Vegetarian Friendly;Gluten Free Options,12:00 PM,12:00 AM,12:00 PM,11:30 PM,No
Dinosaur Bar-B-Que,"604 Union St Brooklyn, NY 11215-1022",+1 347-429-7030,NaN,11:30 AM,11:59 PM,11:30 AM,10:00 PM,Yes
Toloache,"205 Thompson St New York City, NY 10012-1304",+1 212-420-0600,Mexican;Vegetarian Friendly;Gluten Free Options,11:30 AM,12:00 AM,11:30 AM,10:00 PM,Yes
La Defense,"2 Metrotech Ctr Brooklyn, NY 11201-3846",+1 718-855-4200,French;Vegetarian Friendly;Gluten Free Options,9:00 AM,11:00 PM,9:00 AM,4:00 PM,Yes
The Writing Room,"1706 2nd Ave New York City, NY 10128-3201",+1 212-335-0075,American;Gluten Free Options;Vegetarian Friendly,12:00 AM,11:30 PM,11:00 AM,10:00 PM,Yes
Five Guys,"2847 Broadway New York City, NY 10025-7817",+1 212-678-7701,Fast Food,11:00 AM,11:00 PM,11:00 AM,11:00 PM,No
Blue Ribbon Sushi Izakaya,"187 Orchard St New York City, NY 10002-1417",+1 212-466-0404,American;Japanese;Sushi,7:00 AM,11:30 AM12:00 PM,7:00 AM,11:30 AM12:00 PM,Yes
Koi,"40 W 40th St New York City, NY 10018-2602",+1 212-921-3330,Japanese;Seafood;Sushi,5:30 PM,12:00 AM,6:00 PM,10:00 PM,No
Mike's Pizza,"412 2nd Ave New York City, NY 10010",+1 212-532-5196,Italian,11:00 AM,12:00 AM,11:00 AM,12:00 AM,No
Chipotle Mexican Grill,"283 7th Ave New York City, NY 10001-6009",+1 212-645-6270,Mexican;Fast Food,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
McDonald's,"160 Broadway New York City, NY 10038-4201",+1 212-385-2063,Fast Food,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Chipotle Mexican Grill,"1379 Avenue of the Americas New York City, NY 10019-3811",+1 646-998-2329,Mexican;Fast Food;Southwestern,11:00 AM,10:00 PM,11:00 AM,10:00 PM,Yes
Just Salad,"100 Maiden Ln New York City, NY 10038-4818",+1 212-244-1111,Healthy,11:30 AM,9:00 PM,11:30 AM,9:00 PM,Yes
Two Boots,"2547 Broadway New York City, NY 10025-6334",+1 212-280-2668,Pizza;Fast Food;Italian,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
Sherman's grill,"121 Division St New York City, NY 10002-6103",+1 646-861-2726,NaN,NaN,NaN,NaN,NaN,No
E&E Grill House,"233 W 49th St New York City, NY 10019-7404",+1 212-505-9909,American;Grill;Contemporary,11:00 AM,11:00 PM,11:00 AM,11:00 PM,Yes
Boston Market,"885 10th Ave New York City, NY 10019-1045",+1 212-262-4694,American;Fast Food,10:30 AM,9:30 PM,11:00 AM,9:00 PM,No
The Mean Fiddler,"266 W 47th St New York City, NY 10036-1411",+1 212-354-2950,Irish;Bar;Pub,11:00 AM,4:00 AM,11:00 AM,4:00 AM,Yes
Hale & Hearty Soups - West 42nd St.,"49 W 42nd St New York City, NY 10036-8004",+1 212-575-9090,American;Soups;Vegetarian Friendly,11:00 AM,5:00 PM,NaN,NaN,Yes
Euro Diner,"738 8th Ave New York City, NY 10036-7001",+1 212-391-0603,American,NaN,NaN,NaN,NaN,No
La Bellezza,"145 E 49th St New York City, NY 10017-1210",+1 212-871-3223,Italian;Pizza,12:00 PM,9:00 PM,NaN,NaN,Yes
Osteria Laguna Restaurant,"209 E 42nd St New York City, NY 10017-5701",+1 212-557-0001,Italian;Pizza;European,5:00 PM,11:30 PM,5:00 PM,10:30 PM,Yes
Pasha,"70 W 71st St New York City, NY 10023-4236",+1 212-579-8751,Mediterranean;Turkish;Middle Eastern,11:30 AM,11:00 PM,11:30 AM,10:00 PM,Yes
BLVD Bistro,"239 Lenox Avenue New York City, NY 10027-6341",+1 212-678-6200,American;Vegetarian Friendly;Gluten Free Options,9:00 AM,4:00 PM5:30 PM,10:00 AM,6:00 PM,Yes
V & T Pizzeria,"1024 Amsterdam Ave New York City, NY 10025-1724",+1 212-663-1708,Italian;Pizza;Vegetarian Friendly,11:30 AM,12:00 AM,11:30 AM,11:00 PM,Yes
Toledo Restaurant,"6 E 36th St New York City, NY 10016-3330",+1 212-696-5036,Spanish,12:00 PM,10:30 PM,NaN,NaN,No
Semsom Eatery,"1000 S 8th Ave New York City, NY 10019",+1 212-956-2641,Lebanese;Mediterranean;Healthy,NaN,NaN,NaN,NaN,No
The Butcher's Daughter,"19 Kenmare St New York City, NY 10012-4633",+1 212-219-3434,American;Cafe;Vegetarian Friendly,8:00 AM,11:00 PM,8:00 AM,10:00 PM,Yes
Murray Hill Market,"136 E 34th St New York City, NY 10016-4744",+1 212-725-4200,American;Vegetarian Friendly,12:00 AM,11:59 PM,12:00 AM,11:59 PM,Yes
Pye Boat Noodle,"1711 2nd Ave New York City, NY 10128-3266",+1 212-427-3077,Asian;Thai,NaN,NaN,NaN,NaN,No
Chez Moi,"135 Atlantic Ave Brooklyn, NY 11201-5583",+1 347-227-8337,French,10:00 AM,1:00 AM,10:00 AM,12:00 AM,No
Florian,"225 Park Ave S New York City, NY 10003-1604",+1 212-869-8800,Italian;Pizza;Gluten Free Options,10:30 AM,11:30 PM,10:30 AM,10:30 PM,Yes
STK Midtown,"1114 Avenue of the Americas New York City, NY 10036-7703",+1 646-624-2455,American;Steakhouse,5:00 PM,12:00 AM,5:00 PM,12:00 AM,No
Cafe Angelique,"68 Bleecker St New York City, NY 10012-2410",+1 212-475-3500,Cafe;American,7:00 AM,8:00 PM,7:00 AM,8:00 PM,Yes
Gotham Lounge,"700 5th Ave New York City, NY 10019-4145",+1 212-903-3049,NaN,NaN,NaN,NaN,NaN,No
The Skylark,"200 W 39th St Fl 30 New York City, NY 10018-8242",+1 212-257-4577,American;Bar,NaN,NaN,NaN,NaN,No
Stone Park Cafe,"324 5th Ave Brooklyn, NY 11215-2420",+1 718-369-0082,American;Gluten Free Options;Vegetarian Friendly,10:00 AM,11:00 PM,10:00 AM,10:00 PM,No
Redeye Grill,"890 7th Avenue at 56th Street New York City, NY 10019-3203",+1 212-541-9000,American;Seafood;Vegetarian Friendly,11:30 AM,11:30 PM,11:00 AM,10:30 PM,No
Pig 'n' Whistle,"144 W 46th St New York City, NY 10036-8509",+1 917-639-3864,Irish;Bar;Pub,11:30 AM,4:00 AM,11:30 AM,4:00 AM,Yes
Crocodile Lounge,"325 E 14th St New York City, NY 10003-4255",+1 212-477-7747,American;Bar;Pizza,12:00 PM,4:00 AM,12:00 PM,4:00 AM,No
Pho Bang Restaurant,"157 Mott St New York City, NY 10013-4230",+1 212-966-3797,Asian;Vietnamese,10:00 AM,10:00 PM,10:00 AM,10:00 PM,Yes
